station_id,provincia,municipio,estacion,magnitud,punto_muestreo,years_present,source_year_count,first_source_date,last_source_date,metadata_conflict_flag,metadata_conflict_details
32054004_10_49,32,54,4,10,32054004_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33004020_10_49,33,4,20,10,33004020_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33004021_10_49,33,4,21,10,33004021_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33004048_10_49,33,4,48,10,33004048_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33004049_10_49,33,4,49,10,33004049_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33004052_10_49,33,4,52,10,33004052_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33011001_10_49,33,11,1,10,33011001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33024023_10_49,33,24,23,10,33024023_10_49,2020,1,2020-01-01,2020-12-30,NO,[]
33024024_10_49,33,24,24,10,33024024_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33024025_10_49,33,24,25,10,33024025_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33024027_10_49,33,24,27,10,33024027_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33024031_10_49,33,24,31,10,33024031_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33024032_10_49,33,24,32,10,33024032_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33024099_10_49,33,24,99,10,33024099_10_49,"2022,2023",2,2022-01-01,2023-12-31,NO,[]
33031029_10_49,33,31,29,10,33031029_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33031030_10_49,33,31,30,10,33031030_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33031032_10_49,33,31,32,10,33031032_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33037012_10_49,33,37,12,10,33037012_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33044029_10_49,33,44,29,10,33044029_10_49,"2020,2021,2022,2023",4,2020-01-02,2023-12-31,NO,[]
33044030_10_49,33,44,30,10,33044030_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33044032_10_49,33,44,32,10,33044032_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33044033_10_49,33,44,33,10,33044033_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33060003_10_49,33,60,3,10,33060003_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
33066004_10_49,33,66,4,10,33066004_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
34023003_10_49,34,23,3,10,34023003_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
34023004_10_49,34,23,4,10,34023004_10_49,"2021,2022",2,2021-01-01,2022-12-31,NO,[]
34080004_10_49,34,80,4,10,34080004_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
34120008_10_49,34,120,8,10,34120008_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
34214001_10_46,34,214,1,10,34214001_10_46,2020,1,2020-01-01,2020-12-31,NO,[]
34225001_10_49,34,225,1,10,34225001_10_49,"2021,2022",2,2021-01-01,2022-12-31,NO,[]
35002001_10_A,35,2,1,10,35002001_10_A,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35002002_10_A,35,2,2,10,35002002_10_A,2020,1,2020-01-01,2020-10-13,NO,[]
35004001_10_49,35,4,1,10,35004001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35004002_10_49,35,4,2,10,35004002_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35006001_10_49,35,6,1,10,35006001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35016010_10_49,35,16,10,10,35016010_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35016011_10_49,35,16,11,10,35016011_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35016012_10_49,35,16,12,10,35016012_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35016014_10_49,35,16,14,10,35016014_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35017001_10_47,35,17,1,10,35017001_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35017002_10_47,35,17,2,10,35017002_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35017003_10_49,35,17,3,10,35017003_10_49,"2020,2021,2022,2023",4,2020-01-17,2023-12-31,NO,[]
35017004_10_49,35,17,4,10,35017004_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35017005_10_49,35,17,5,10,35017005_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35019001_10_A,35,19,1,10,35019001_10_A,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35019002_10_A,35,19,2,10,35019002_10_A,"2020,2021",2,2020-01-01,2021-08-20,NO,[]
35019004_10_47,35,19,4,10,35019004_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35022003_10_49,35,22,3,10,35022003_10_49,"2021,2022,2023",3,2021-01-01,2023-12-31,NO,[]
35024001_10_49,35,24,1,10,35024001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35024002_10_49,35,24,2,10,35024002_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35026001_10_49,35,26,1,10,35026001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
35026003_10_49,35,26,3,10,35026003_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-29,NO,[]
35026004_10_49,35,26,4,10,35026004_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
36024001_10_49,36,24,1,10,36024001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
36038008_10_49,36,38,8,10,36038008_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
36038010_10_49,36,38,10,10,36038010_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-30,NO,[]
36041001_10_47,36,41,1,10,36041001_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
36057019_10_49,36,57,19,10,36057019_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
36057022_10_47,36,57,22,10,36057022_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
36057026_10_49,36,57,26,10,36057026_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
37177001_10_49,37,177,1,10,37177001_10_49,"2021,2023",2,2021-02-16,2023-12-31,NO,[]
37274010_10_49,37,274,10,10,37274010_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
37274011_10_49,37,274,11,10,37274011_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38004001_10_49,38,4,1,10,38004001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38005001_10_46,38,5,1,10,38005001_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-29,NO,[]
38006001_10_46,38,6,1,10,38006001_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-29,NO,[]
38006002_10_46,38,6,2,10,38006002_10_46,"2020,2021,2022",3,2020-01-01,2022-12-31,NO,[]
38006003_10_46,38,6,3,10,38006003_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-29,NO,[]
38008001_10_49,38,8,1,10,38008001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38009001_10_49,38,9,1,10,38009001_10_49,"2021,2022,2023",3,2021-03-19,2023-12-31,NO,[]
38011004_10_49,38,11,4,10,38011004_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38011005_10_49,38,11,5,10,38011005_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38011006_10_A,38,11,6,10,38011006_10_A,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38011007_10_49,38,11,7,10,38011007_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38017001_10_46,38,17,1,10,38017001_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-29,NO,[]
38017002_10_46,38,17,2,10,38017002_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-29,NO,[]
38017003_10_46,38,17,3,10,38017003_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-29,NO,[]
38024001_10_46,38,24,1,10,38024001_10_46,2021,1,2021-09-23,2021-12-31,NO,[]
38031001_10_49,38,31,1,10,38031001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38033001_10_49,38,33,1,10,38033001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38036001_10_49,38,36,1,10,38036001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38036002_10_49,38,36,2,10,38036002_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38037001_10_49,38,37,1,10,38037001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38038010_10_49,38,38,10,10,38038010_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38038012_10_46,38,38,12,10,38038012_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38038021_10_49,38,38,21,10,38038021_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38038022_10_46,38,38,22,10,38038022_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38038023_10_49,38,38,23,10,38038023_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38038024_10_49,38,38,24,10,38038024_10_49,"2020,2021,2022,2023",4,2020-04-15,2023-12-31,NO,[]
38038025_10_46,38,38,25,10,38038025_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38038026_10_46,38,38,26,10,38038026_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
38038027_10_49,38,38,27,10,38038027_10_49,"2020,2021,2022,2023",4,2020-04-03,2023-12-31,NO,[]
38048001_10_49,38,48,1,10,38048001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
39008001_10_49,39,8,1,10,39008001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
39016003_10_49,39,16,3,10,39016003_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
39020001_10_49,39,20,1,10,39020001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
39025001_10_49,39,25,1,10,39025001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
39059001_10_49,39,59,1,10,39059001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
39075005_10_49,39,75,5,10,39075005_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
39075006_10_49,39,75,6,10,39075006_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
39086001_10_49,39,86,1,10,39086001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
39087003_10_49,39,87,3,10,39087003_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
39087004_10_49,39,87,4,10,39087004_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
39087005_10_49,39,87,5,10,39087005_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
40194002_10_49,40,194,2,10,40194002_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
41004006_10_49,41,4,6,10,41004006_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
41049001_10_49,41,49,1,10,41049001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
41059001_10_49,41,59,1,10,41059001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
41088001_10_49,41,88,1,10,41088001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
41091009_10_49,41,91,9,10,41091009_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
41091015_10_49,41,91,15,10,41091015_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
41091016_10_49,41,91,16,10,41091016_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
41091018_10_49,41,91,18,10,41091018_10_49,"2021,2022,2023",3,2021-01-01,2023-12-31,NO,[]
42124001_10_49,42,124,1,10,42124001_10_49,"2021,2023",2,2021-02-11,2023-12-31,NO,[]
42173001_10_49,42,173,1,10,42173001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
43123005_10_47,43,123,5,10,43123005_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
45081004_10_49,45,81,4,10,45081004_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
45165003_10_49,45,165,3,10,45165003_10_49,"2020,2021",2,2020-01-01,2021-11-08,NO,[]
45165004_10_49,45,165,4,10,45165004_10_49,"2021,2022,2023",3,2021-11-12,2023-12-31,NO,[]
45168002_10_49,45,168,2,10,45168002_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
45200001_10_49,45,200,1,10,45200001_10_49,"2021,2022,2023",3,2021-11-18,2023-12-31,NO,[]
46010001_10_46,46,10,1,10,46010001_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
46028001_10_46,46,28,1,10,46028001_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
46062001_10_46,46,62,1,10,46062001_10_46,"2020,2021,2022,2023",4,2020-01-07,2023-12-31,NO,[]
46077006_10_46,46,77,6,10,46077006_10_46,"2020,2021,2023",3,2020-01-01,2023-12-31,NO,[]
46095001_10_46,46,95,1,10,46095001_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
46102002_10_46,46,102,2,10,46102002_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
46184002_10_46,46,184,2,10,46184002_10_46,"2020,2021,2022,2023",4,2020-02-04,2023-11-15,NO,[]
46220003_10_46,46,220,3,10,46220003_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
46220010_10_46,46,220,10,10,46220010_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
46244003_10_46,46,244,3,10,46244003_10_46,"2021,2022,2023",3,2021-12-01,2023-03-01,NO,[]
46250030_10_46,46,250,30,10,46250030_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
46250046_10_46,46,250,46,10,46250046_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
46250047_10_46,46,250,47,10,46250047_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
46250048_10_46,46,250,48,10,46250048_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
46250054_10_46,46,250,54,10,46250054_10_46,"2021,2022,2023",3,2021-01-01,2023-12-31,NO,[]
46250055_10_46,46,250,55,10,46250055_10_46,2023,1,2023-01-01,2023-12-31,NO,[]
46256001_10_46,46,256,1,10,46256001_10_46,"2020,2021,2022,2023",4,2020-01-02,2023-12-12,NO,[]
46258001_10_46,46,258,1,10,46258001_10_46,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
47085003_10_49,47,85,3,10,47085003_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
47186023_10_49,47,186,23,10,47186023_10_49,"2021,2022",2,2021-01-01,2022-12-31,NO,[]
47186024_10_49,47,186,24,10,47186024_10_49,"2021,2022",2,2021-01-01,2022-12-31,NO,[]
47186027_10_49,47,186,27,10,47186027_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
47186029_10_49,47,186,29,10,47186029_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
47186030_10_49,47,186,30,10,47186030_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
47186031_10_49,47,186,31,10,47186031_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
48002001_10_47,48,2,1,10,48002001_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
48002002_10_49,48,2,2,10,48002002_10_49,"2021,2022,2023",3,2021-01-01,2023-12-31,NO,[]
48003001_10_49,48,3,1,10,48003001_10_49,"2021,2022,2023",3,2021-01-01,2023-12-31,NO,[]
48013006_10_47,48,13,6,10,48013006_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
48015002_10_49,48,15,2,10,48015002_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
48020003_10_47,48,20,3,10,48020003_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
48020006_10_47,48,20,6,10,48020006_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-30,NO,[]
48020062_10_49,48,20,62,10,48020062_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
48020066_10_49,48,20,66,10,48020066_10_49,"2021,2022,2023",3,2021-04-23,2023-12-31,NO,[]
48027001_10_47,48,27,1,10,48027001_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
48044006_10_49,48,44,6,10,48044006_10_49,"2021,2022,2023",3,2021-01-01,2023-12-31,NO,[]
48068001_10_47,48,68,1,10,48068001_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
48071002_10_47,48,71,2,10,48071002_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
48071004_10_49,48,71,4,10,48071004_10_49,"2021,2022,2023",3,2021-01-01,2023-12-31,NO,[]
48082004_10_49,48,82,4,10,48082004_10_49,"2021,2022,2023",3,2021-01-01,2023-12-31,NO,[]
48096001_10_49,48,96,1,10,48096001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
48902006_10_49,48,902,6,10,48902006_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
48904002_10_47,48,904,2,10,48904002_10_47,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
48913001_10_49,48,913,1,10,48913001_10_49,"2021,2022,2023",3,2021-01-01,2023-12-31,NO,[]
49275002_10_49,49,275,2,10,49275002_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
50297029_10_49,50,297,29,10,50297029_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
50297032_10_49,50,297,32,10,50297032_10_49,"2020,2021,2022,2023",4,2020-01-30,2023-12-31,NO,[]
50297036_10_49,50,297,36,10,50297036_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
50297037_10_49,50,297,37,10,50297037_10_49,"2020,2022,2023",3,2020-01-01,2023-12-31,NO,[]
50297039_10_49,50,297,39,10,50297039_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
50297040_10_49,50,297,40,10,50297040_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
51001001_10_49,51,1,1,10,51001001_10_49,"2020,2021,2022,2023",4,2020-01-01,2023-12-31,NO,[]
52001002_10_A,52,1,2,10,52001002_10_A,2023,1,2023-01-01,2023-12-31,NO,[]
